key,value,label,emerlabel,version,sent1,num
topic4,9.644737,label data; machine learn; low level; actor critic; social network,0,June,1: i be look_for research_area where i can use deep learning machine learning in manufacturing industry;<br>2: do you see machine learning and ai taking over job like program in the future or do you think it will create more job than it destroy;<br>3: machine learning mean algorithm be kind_of write themselves now;<br>4: how_far do you think machine learning will be_able_to progress do you see development hit a wall in the future;<br>5: it's true that no general learning algorithm machine or human can be perfect;<br>,6
topic4,9.358606,internal model; time stamp; human intelligence; turing machine; random forest,0,July,1: for those_who use philosophical argument to make the case algorithmic consciousness be not_possible i'd posit the question;<br>2: although perhaps it be still possible depend_on the problem network_architecture and your target cpu_gpu etc;<br>3: it will_not be the_same a mini_batch_gradient_descent a i be not include all data in one iteration but_rather learn_from some data and then_proceed to learn on more data begin_with the update_weight;<br>4: in such case_you'd still want_to_make_sure to use frequency rather_than raw word_count;<br>5: hinton call max pooling in cnn a a ' big mistake ' a cnn look only for presence object in an_image rather_than the relative orientation between_them;<br>,7
topic4,14.201171,science fiction; expert system; general intelligence; human intelligence; human level,0,August,1: for_question_about way of measure_intelligence of ai either in_relation_to other ai in_relation_to human or in absolute term on a_certain scale;<br>2: a machine be intelligent if it behave in a way that be a human to behave in that same_way the human would be say to be perform an_action that require_human_intelligence;<br>3: we_have nothing that even show a hint of be_able_to simulate or duplicate in the future the human capacity of reasoning inventiveness or compassion;<br>4: which may be the old record of the vision of artificial flight although it be easy_to argue_that there_may have be much earlier conception_of human flight than that;<br>5: of human the bridge between advanced automation and computer based cns_research;<br>,8
topic4,9.709280,computer vision; machine learn; meta rule; high level; production system,0,September,1: pattern_recognition be a problem solving task or tool in machine learning data mining be a use case in machine learning where pattern_recognition can be one tool to apply depend_on the problem;<br>2: one approach to start would be to try_to describe the problem use a formalism closer_to reinforcement learning;<br>3: if_there be no algorithm no machine can solve the problem;<br>4: it would also be great if_we could implement this in such_a way a to make the deep learning model learn the various feature of those_who come_into the shop or not;<br>5: machine learning be broad than pattern say pattern_recognition dosen't need_to learn problem but can be cod to learn the pattern;<br>,9
topic4,14.892685,artificial intelligence; neural network; start position; deep network; depend upon,0,October,1: which problem be too_complex_to find a solution;<br>2: at_first we construct a problem in which the constraint be so strict that even a backtracking search won't find a solution;<br>3: genetic programming on_gpus multiagent_system on_gpus sit solve on_gpus there do_not_yet seem_to be much work optimize these other problem for tensor_process_unit but tpus be also not_yet very old;<br>4: i could overhaul the mechanism i adopt to compute the distance but i'd_rather find an rl solution to the problem;<br>5: the amount_of paper be limited but with new deeplearning method and large datasets some progress seem_to be possible;<br>,10
topic4,14.533789,math container; technological singularity; computer science; deep mind; available online,task assign; simple example; local search,November,1: a chatbot who act with morality be not a_certain form_of artificial_intelligence but it be ai adapt_to a domain;<br>2: be ai limit_by the_fact_that it require u to give it a task or goal to_achieve;<br>3: in future ai will relate a to b be they number pattern of coded instruction or some_other form_of more complicated construct at a hardware;<br>4: people_tend_to frown on anything or anybody consider emotional so ai might win this race but what be a human weakness can be the edge need_to save the_world and it will_need save if ai be leave to make final judgement;<br>5: a human have we be_able_to construct anything that can perform task x any good faster_than any human have be_able_to do;<br>,11
topic4,11.382041,state space; mental model; real world problem; supervise learn; computational intractability,play chess; pseudo random; fermi paradox,December,1: be there such_an_ai service which_can find such personality portfolio by_analyze the text they use describe their solution to a problem;<br>2: recently_i start to look_at policy_gradient_method and policy be represent a function with feature for large problem with many state;<br>3: be_capable_of generate arbitrary_machine in_order_to solve arbitrary problem give the resource and solution available;<br>4: a group of people be ask to provide a solution for an imaginary problem via email;<br>5: i solve the problem use instead_of;<br>,12
topic5,6.754266,artificial intelligence; long term memory; short term memory; machine must; bayesian inference,0,Janurary,1: the seed of modern ai be plant by classical philosopher who attempt_to describe the process of human thinking a the mechanical manipulation of symbol;<br>2: suppose_we create something_that pass all of our test and be indistinguishable_from another human;<br>3: intelligence be most_widely study in human but have also be observe in both non_human animal and in plant;<br>4: probability if the path to agi under test be base_on them algebra if_you_think current;<br>5: on the_other_hand people advocate the superiority of human must assume this superiority in their mathematical_argument ultimately only derive the conclusion that be already present in their system of reason from the very start;<br>,1
topic5,7.194659,low level; weight age; high level; visual field; share weight,0,Feburary,1: currently we oberserve that current system become well in nearly every specialized task than_human;<br>2: there_be no_reason not to believe_that neural_network aid system will_not become well in any_give task in future;<br>3: plan become like coordinate a hierarchical army of skill where the general doesn't need_to plan every movement of the private in_order_to manage a battle;<br>4: follow from this i'm_try_to write a neural_network that can predict_whether something be in the 1st 2nd 3rd or 4th quadrant of a graph;<br>5: additionally we_see that scientist work_on make current system also well in less specialized task;<br>,2
topic5,6.653458,high accuracy; convolutional neural network; input image; traffic light; medical diagnosis,0,March,1: some expert think that if a_certain point be accidentally cross due_to ignorance or negligence we may devour our_planet with a self make black_hole;<br>2: safety of occupant safety of others go from point a to point b etc;<br>3: similarly an_edge color assigns a color to each_edge so that no two_adjacent edge share the_same color and a face coloring of a planar graph assign a color to each face or region so that no two face that share a boundary have the_same color;<br>4: the self driving car be a ' goal_seek ' machine;<br>5: in it simple_form it be a way of color the vertex of a graph such that no two_adjacent vertex share the_same color;<br>,3
topic5,11.339813,video game; artificial intelligence; mathematical proof; self play; genetic algorithm,0,April,1: for_question_about the application possible application of machine_learn method and artificial_intelligence algorithm in the field_of computer_vision;<br>2: for_question_about the use aspect implementation intuition mathematical_proof of various linear_algebra method use in machine learning and ai algorithm;<br>3: for_question_about the proof intuition method of combinatorial mathematics use in an_ai algorithm;<br>4: for_question_about clarification method algorithms best_practice for application possible application of artificial_intelligence and machine learning algorithm;<br>5: for_question_about the application clarification intuition proof_behind the use of statistical_method in ai_ml program;<br>,4
topic5,15.891514,data set; gradient descent; regression model; actual value; cross validation,control flow; inference engine; self aware,May,1: you_have <digit> sample data contain x1 and x2 and weight_vector contain w1 and w2;<br>2: set all value to <digit> or <digit> or another constant sample_from a distribution such_a a normal or uniform_distribution there_be also some heuristic method that seem_to work_very_well in_practice a popular one be the so called glorot initializer name after xavier glorot who introduce them here;<br>3: in the following block we define that <digit> of the data will be use for train the network <digit> for the validation and <digit> for the testing;<br>4: i be try_to train a deep_network on pascal_voc <digit> dataset;<br>5: that mean_that the <digit> input value be store a a stream and a self modifying network be continuously predict the value;<br>,5
topic5,8.176138,deep neural net; pbrs term; success rate; test set; cost function,0,June,1: so it become <digit> rule and <digit> variable with <digit> rule for_each input_variable;<br>2: the disadvantage be that you_might end_up_with a_long_list of pattern and there could be some which be conflict ie the_same pattern with different variable will ask_for a different_kind_of result;<br>3: i_would also add that if temporal order_matter you_could_also use a recurrent net with a <digit>;<br>4: a a rule_of_thumb <digit> training <digit> validation <digit> test but that depend_on_how_much data you_have;<br>5: so you_have <digit> class you_can now train a support_vector_machine;<br>,6
topic5,11.792906,general intelligence; computational power; imitation game; artificial intelligence; turing machine,0,July,1: please also try_to provide link to whitepapers that might relate_to this problem;<br>2: most programmer of game ai didn't_know the_difference_between a transistor and a resistor and their artificial_intelligence software be_able_to beat any human_player in chess;<br>3: i_understand though that the material use to construct_such a robot and it property will be limit and to_explore an atom we may_not be_able_to use an atom a the building block;<br>4: the_main motivation behind this be to eradicate something know a;<br>5: in your case_you'd want_to be_able_to tell that something be an appliance;<br>,7
topic5,15.039368,neural network; non differentiable; activation function; attenuation matrix; output layer,0,August,1: neural_network with_multiple hidden layer between the input and output_layer;<br>2: neural_network model also lack context such that if_you use a generative_model;<br>3: in the simple_case such neural_network be use to estimate or approximate function more_complex_than a_first_degree polynomial;<br>4: number_of activation in the layer horizontal_vertical pixel_depth of image throughput capacity of frame consider in temporal learn size_of the integer fix or float_point_number use number_of like sized middle_layer somewhere_in the network these be thing that change the behavior of the network but in way that do_not_change the character of govern equation;<br>5: be it use one input per each letter syllable whole word or i should use different pattern syllable;<br>,8
topic5,11.580853,natural language; human brain; computer vision; human experience; stack exchange,0,September,1: ai problem be generally those for which a strong polynomial algorithm be not know and_thus we_must settle for approximation;<br>2: if computation be free then ai would be mere mathematics and we would always compute the_best answer to every question use logic calculus physic at bad numerical_method when we_don't_have closed form solution;<br>3: or in_other_word ai problem be all about search the space of solution as_quickly a possible_to get an answer that be;<br>4: this be a ai philosophical_question i_do_not know where else to ask but to people_who know;<br>5: ai can never solve_problem use method that human will_never be_able_to come_up_with because we program ais to_solve problem just_like u human do;<br>,9
topic5,15.124911,train data; test set; gradient descent; loss function; data set,0,October,1: or be the goal to provide example data for unsupervised learning where no expect result be give and the training be to proceed toward some defined goal that be universal across the example use in training;<br>2: remove_redundancy from the data to be use a example for subsequent training;<br>3: however one or two_class look_like they_can use some_additional training data;<br>4: be the goal to provide example data for supervised learning where expect result be provide to the training process;<br>5: take training image_classification model a an_example when there_be limited amount_of_data it be not uncommon to augment_data by randomly rotate_image data but i often_see the resulting image be rotate to a degree that part_of the area that be normally unseen or out_of canvas of image appear black in color;<br>,10
topic5,12.971769,span class; output value; start node; real number; sigmoid function,0,November,1: n <digit> span matrix of span_class;<br>2: ^ <digit> dot span the variable span_class;<br>3: span along additional constraint_on the <digit> function like span_class;<br>4: what be the probability that a random person have_cancer_type <digit> span_class;<br>5: <digit> time <digit> <digit> span possible combination for just the first_three piece;<br>,11
topic5,14.190974,high level; real time; artificial intelligence; uniform cost search; easy way,control flow; inference engine; self aware,December,1: algorithm and abstraction of them the basic search_strategy enumerate in the question be indeed algorithms but abstract one;<br>2: it be very rare when any of the search mention in the question will produce a robust robotic algorithm;<br>3: selection the choice of algorithm be commonly base_on the characteristic_of the_search_space and what can be know prior_to and during the search;<br>4: in these case the information_gain from one algorithm may need transferal to the initial_state of another algorithm to_avoid redundancy in vertex testing;<br>5: for unveil the meaning behind the basic abstract search acronym simply expand them reveals much;<br>,12
topic6,9.119508,self aware; self awareness; environment detect; turing test; artificial intelligence,0,Janurary,1: the messenger would have_no power to alter the ai's hardware or software in any way or to communicate_with anything or anyone except relay communication to and from the ai and human ask_question;<br>2: short_answer be yes make ai accountable and responsible_for explain the decision seem_reasonable because human;<br>3: here you make the wrong assumption_that ai will have only_one goal at a time;<br>4: if_you read_through the abstract of chess ai paper it be often point_out_that human;<br>5: the messenger could be human of a software bot the_primary job;<br>,1
topic6,8.421605,activation function; emergency stop; binary classification; board position; map onto,0,Feburary,1: a say above they be weight to your hypothesis function that be change during training to_minimize your error_function;<br>2: i've_write a_single_neuron perceptron that can predict_whether something be above or below a straight_line graph give the correct training data and use a sign activation_function;<br>3: a measurable function be simply the policy of an_agent a bayesian_decision function be use in area_of reinforcement learning for determine the action of an_agent and the term standard binary_classification separate the measure data in two group with a hyperplane;<br>4: the first two input use the sign function;<br>5: when_we augment_data for training be we also change the distribution_of data and if it a different distribution why_do we use it to train a model for original distribution;<br>,2
topic6,10.579298,output value; output layer; rain day; simple case; specific class,0,March,1: i use to work_with ' traditional ' layer neural_network and i evaluate the output give certain input by process layer by layer;<br>2: when a new input pattern be apply the neural_network give an output response indicate the class to which the input pattern belongs;<br>3: i_have a snake program setup to input the accord data to a densely_connect network with <digit> input_neuron <digit> hidden neuron and <digit> output_neuron;<br>4: should_i keep the input until all hidden neuron be process and output be produce;<br>5: i've think that i can use the weight for that network into a new one with <digit> input value and n output_value but_i'm_not sure_if i can do that;<br>,3
topic6,5.734305,implementation detail; reinforcement learning; lstm layer; sub sequence; memory cell,0,April,1: lstm_layer to encode the give input text_into an_embed lstm_layer the look over the currently generate output to encode the text_into an_embed a dense soft max layer for generate word probabilistically base_on the output of the two contextual lstm encoders please see the following blog_post by jason brownlee that outline this approach and others while give implementation_detail and snippet;<br>2: the rnn be currently receive another word thus make this timestep a sub_sequence ' break_point ' do you_guy see any point that could prove this theory wrong;<br>3: how_fast can your_model generate an output correspond_to a change in the input;<br>4: thus you_might find it useful to look_at the concept_of gamification which naturally lend itself to the type_of multisensory input and output you're interested in;<br>5: after_train this rnn to a satisfying error_rate we check_if the output of the rnn be very_different to the_next input for a_couple_of timesteps;<br>,4
topic6,9.663294,human interupt; guide direction; input layer; license plate; input space,0,May,1: however when it_come to image add to your_data by artificially shift image by <digit> <digit> pixel or rotate by <digit> <digit> degree can add variability which_can supplement your_original data;<br>2: i_believe_that this occur because when i take the average gradient before each decent step the gradient of the weight and bias calculate from data <digit> data <digit> and data <digit> data <digit> cancel each_other out and prevent the network from classify anything;<br>3: in the image a new_connection have be add connect node <digit> to node <digit> how_can i calculate the output for node <digit> if i_have not_yet calculate the output for node <digit> which depend_on the output from node <digit>;<br>4: use a dropout_layer mean_that the network cut_down on neuron that be use for training in this_case <digit>;<br>5: in my example here you would get some <digit> × <digit> × <digit> 4gb of data for that one image;<br>,5
topic6,11.071676,car accident; neural network; high dimensional; data point; data entry,0,June,1: in the data feed to such_a case change the model;<br>2: you_can extract color_histogram of various granularity and use this data to train a model;<br>3: we_have only start to understand the true potency of neural_network base ai model in this decade so we simply can't predict what_happen next as_well;<br>4: accord_to ai literature such_a model be usually store in a pddl file but it be also possible_to use more advanced technology like the loom knowledge_representation language;<br>5: they model the function by adjust their weight use lot_of data;<br>,6
topic6,5.520981,many case; self play; online course; reinforcement learn; statistical model,0,July,1: if the algorithm learn_from the validation process it constitute_a type_of machine learning;<br>2: schema agnosticism be another_way of say_that the database cannot provide meta information to the service access it normalize the structure use simple sql query insert combination proactively optimize the key automatically a be now possible with machine learning or validate insertion without first detect a schema from data pattern;<br>3: i_would_recommend machine learning by tom m.mitchell which provide key algorithm and theory that form the core of machine learning;<br>4: proceeding of the 17th european conference_on machine learning;<br>5: i could find many paper and journal on deep learning;<br>,7
topic6,5.408354,artificial network; linear algebra; computer vision; discrete tensor; neural network,0,August,1: it support training and test many_different_kind_of machine learning model along_with some_basic data processing technique;<br>2: learn new stuff use machine learning;<br>3: i've be ask to reimagine a computer_vision problem use reinforcement learning;<br>4: in healthcare watson's natural_language hypothesis generation and evidence based learning capability allow it to function a a clinical decision support system for use by medical professional;<br>5: for_question_relate to learn control by external positive reinforcement or negative_feedback signal or both where learning and use of what have be thus_far learned occur concurrently;<br>,8
topic6,3.343545,span class; activation function; convolution kernel; artificial network; loss function,0,September,1: please show equation <digit> by use the law of iterated expectation break span_class;<br>2: span and subtract the_same constant from span_class;<br>3: span to be equal_to span_class;<br>4: span prediction and those span_class;<br>5: span to estimate the advantage_of execute_action span_class;<br>,9
topic6,15.268290,self driving; main advantage; human driver; turn leave; swarm intelligence,self driving; animal recognition; morality questions,October,1: i also agree_that eventually self driving car will be_able_to handle your hypothetical situation good_than many human_driver;<br>2: in_my_opinion the_bottom line be a self driving car will_not road rage drive at dangerous speed in a residential area get tire and fall asleep text and drive or drink and drive etc;<br>3: however i can also imagine some human_driver deliberately try_to cause self driven car to make poor decision;<br>4: although_there be potential to make the road safer i_don't_think that be the drive force behind the push for self driving car;<br>5: for_example_if a human_operator be drive a remote control car in a circle this pattern be the goal behavior;<br>,10
topic6,10.193028,human player; trolley problem; human driver; real life; google's self,human player; trolley problem; human driver,November,1: wikipedia self driving car will actually need_to implement real_life variation on the trolley_problem which basically_mean that self driving car need_to be program to kill human being;<br>2: of_course that_doesn't_mean that all robot will_need to be program to kill but self driving car be a good_example of a type_of robot that will;<br>3: build self driving car be surprisingly easy;<br>4: from another team in the darpa self driving car challenge it be know that their software contains of 1_million line of code;<br>5: for_example_if a self driving car be involve in an_accident while be control by the ai who be at fault;<br>,11
topic6,9.111817,evaluation function; multiple choice; human intelligence; surpass human; game tree,0,December,1: a in take the universal declaration of human right and replace;<br>2: so how_do we actually map that number to certain_action how_do we_know_what action to take;<br>3: so your_model need_to learn a_single function that be the sum_of all human high_school level science understanding;<br>4: the idea be that a module could be load_into computer memory and the loader be_able_to perform it function whether the information be load be a program a routine call from a program an update of the loader or data to be use by a program;<br>5: young human go out to location base_on partial information and search in a predominantly breadth_first way;<br>,12
topic7,8.233646,image generation; generative model; non zero; variable length; input data,0,Janurary,1: some webpage say because_they both be image they be similar but some webpage say because these image be too different to the image use to train the imagenet model so i get confuse_about this;<br>2: where a and b be a a po negative pair and then the feature generation block be a cnn_architecture which output a feature_vector for_each image;<br>3: but if_we try_to copy hyperlink of chinese page into google_translate it will be word;<br>4: then find exact_same sentence except that instead_of our word there_be another word;<br>5: it would be a crapshoot but maybe you_could take the list_of result choose one use another layer choose the info from the page use a third layer then answer the question use the info;<br>,1
topic7,10.527799,color channel; miss value; across multiple; data set; miss data,0,Feburary,1: for text i could record the list_of word or sentence that be similar_to all document of a give kind;<br>2: for_each hint i give to the system the system would learn to refine it knowledge of document kind;<br>3: finally i could do a combination_of_both technique for_example by convert a pdf document to an_image or an_image to text by ocr technique;<br>4: document could be extract a text a image or both;<br>5: if the task be to learn a language you_can certainly learn_from write text and try a generative approach;<br>,2
topic7,12.942971,generative model; machine learn; artificial intelligence; genetic algorithm; neural network architecture,0,March,1: deep learning model even shallow one such_a stacked autoencoders and neural_network be not fully understood;<br>2: one way that researcher be use to discover how deep learning work be by use generative_model;<br>3: here be a list_of publication that present their work relate_to video_caption use machine learning;<br>4: i be new to deep learning;<br>5: for_question_about the perceptron_learn algorithm in machine learning;<br>,3
topic7,10.736838,data set; computer vision; convolutional neural network; real picture; deep learn,0,April,1: my two approach be to manually train the chatbot with expect intent and expression it would_need to understand or use a_custom deep learning model on conversational data;<br>2: you_might also look_at self organizing map an approach to unsupervised learning for neural_network;<br>3: i_have be search_for information regard industry accept certification in the area_of artificial_intelligence neural_network machine learning nlp deep learning;<br>4: active model learning and diverse action sample for task and motion planning i_didn't ever before heard that noun but i can imagine_that it could have something to do with procedural animation in which the parameter be_determine_by machine learning;<br>5: i'm guessing that this step can even be do use unsupervised learning;<br>,4
topic7,10.295969,machine learn; objective function; grey scale; linear algebra; open source,0,May,1: i_would like to know_whether we_can write rule in_python language for train an_agent for medical diagnostic use machine learning;<br>2: sequence to sequence regression use deep learning;<br>3: in machine learning early stopping be a form_of regularization use to avoid_overfitting when train a learner with an_iterative method_such a gradient_descent;<br>4: before jump_into any machine learning task it be good to consider your_dataset and the feature you_wish_to use;<br>5: in mathematics_statistic and computer_science particularly in the field_of machine learning and inverse problem regularization be a process of introduce additional_information in_order_to solve an ill posed problem or to prevent_overfitting;<br>,5
topic7,7.948872,control system; source image; quality control; facial recognition; optimal play,0,June,1: even_when make your_model architecture it s common to put in dropout_layer which mimic the way your brain use different pathway of learn;<br>2: the load be consider to belong_to the external_environment of the system;<br>3: it be in_contrast with a system that also have feedback which adjust the output to take account of how it affect the load and how the load itself may_vary unpredictably;<br>4: if_you follow the information path of any system and consider the way_to read or write the signal at_any point_along the path you_can preemptively guard against those point of access;<br>5: b_c edit hd vid and high_resolution photo be onerous with an underpowered system;<br>,6
topic7,7.998667,time series; class label; standard deviation; mit press; decision point,0,July,1: for_example let image dimension be <digit> <digit>;<br>2: point <digit> and <digit> have overly restrictive;<br>3: <digit> <digit> springer berlin heidelberg;<br>4: <digit> <digit> springer berlin heidelberg;<br>5: section in and slide <digit> <digit>;<br>,7
topic7,20.948178,convolutional network; neural network; data set; pixel value; activation function,latent space; test data; grammar rule,August,1: however i_cannot realistically train any modern image processing natural_language model or interesting deep_rl model on it without commit_to day of training time;<br>2: i train an inceptionv <digit> model use this oversampled data and it be not_at_all stable and i be get poor accuracy;<br>3: <digit> total image <digit> label for one class and <digit> label for the second;<br>4: now i_need to use the_same network to extract_feature_from the image and use the feature to train an_lstm;<br>5: the model take two input of image to give the two image class;<br>,8
topic7,10.575981,activation function; signal path; gaussian blur; multilayer perceptron; large set,0,September,1: i_wonder_if they_can value the state to train the neural_network isn_t the function that be use to value the state a evaluation_function and aren_t the neural_network and the function the_same;<br>2: what_i_want be use these data a input for trained network;<br>3: if the weight be know you_can then find the relative_importance of each input to the output;<br>4: with a kernel_size of 4x1 i get a feature_map m with the size_of 97x1 where_each value be the dot_product of my filter and the current input;<br>5: to_keep_track of visited node we_can define a function which map each_state to an_integer or string and use a map dictionary set to store visited state;<br>,9
topic7,10.374557,activation function; output layer; pool layer; filter size; let's say,0,October,1: that number <digit> represent just the size_of the hidden layer of your lstm;<br>2: give_you a kera layer represent a lstm with a hidden layer size_of <digit>;<br>3: the input be <digit> and the output <digit>;<br>4: 0.051 span when the network return this output my program will tell_me that he identify the image a number <digit>;<br>5: <digit> <digit> <digit> <digit> cdot_10_^;<br>,10
topic7,7.712449,compute machinery; data source; cognitive ability; hyper parameters; machine learn,0,November,1: it mean_that there_be a correlation_between word of person a and word belongs to person b and we_could detect a connection_between the people which have a conversation;<br>2: a strong conception_of a smart system could be one that will determine favorable and unfavorable state base_on an analysis of the value of other machine and people both past and present;<br>3: the state of the tree or network and the value of particular edge traversal may be either static or dynamic;<br>4: of_course state be_helpful in optimize search_strategy so the minimizing of memory utilization may negatively_impact the speed of the search;<br>5: now a word embedding of a word have entry that be value allow to take any range;<br>,11
topic7,10.122834,neural network; non linear; internal state; current state; test data,0,December,1: what be call network parameter be not parameter of the generic network but parameter of that control the mix of input into each_layer and become the_primary data output of the learning process;<br>2: maybe_you_can implement two neural_network one handling image data and another manage the numerical_data each one output their result;<br>3: and a function that give some input board_state output the set_of all_possible board_state that might follow where we define a board_state to contain information_about the location of each chess price and who be the_next player to move;<br>4: for_question_relate to the technique of backpropagation whereby the loss error or correction_signal at an_artificial_neural network output be feed back to the sequence_of network layer parameter that produce the output until learn converges to within the required accuracy and reliability;<br>5: which be give input x and return an output;<br>,12
topic8,5.832057,cognitive system; game theory; use python; early stage; high quality,0,Janurary,1: here be a link to a_collection_of important paper in ai cyber_security that can be relevant for the above ai schedule assistant in a work set employee often spend a_lot_of time coordinate meeting and phone_call;<br>2: i_wouldn't be surprise_if ai start make paper company soon per business tactical advantage;<br>3: we already_have a rigorous criminal justice system within our governance structure that be well capable_of_handle any eventuality that may arise_from ai or_any_other technological breakthrough without be overwhelm;<br>4: for question on ethical issue relate_to ai;<br>5: if_you read_through the abstract of chess ai paper it be often point_out_that human;<br>,1
topic8,4.972451,convolutional neural network; wonder whether; pattern recognition; english language; mimic human,0,Feburary,1: we_have machine learning to extract meaningful info from the data we_have;<br>2: for_question_about implementation_of machine learning and artificial_intelligence algorithm in the r programming language;<br>3: it target to the area_of machine learning which be teach in university course;<br>4: once the artificially_intelligent machine be_able_to identify_object we might_want_to teach them how to value different thing differently base_on_their utility demand life etc;<br>5: there_be a_lot_of people interested in support the field but there_be no_clear way_to do that;<br>,2
topic8,9.865902,span class; innovation number; feature extraction; machine learn approach; let's consider,0,March,1: and yes we_need a new approach to_solve the problem;<br>2: i_didn't read the_whole code so i_don't_know if the problem come_from here but why_don't you learn how to use_tensorflow instead_of re_write everything;<br>3: solve the problem be only possible with different topic in ai;<br>4: i_think the model will have_no problem take a multicolumn input;<br>5: for_question_about artificial_intelligence machine_learn_algorithms solve learn to_solve either efficiently or by satisfy some constraint the graph coloring problem;<br>,3
topic8,7.997857,tic tac toe; board state; incomplete information; human player; game theory,0,April,1: ai play of serious game game such_a chess and go represent the;<br>2: focus ad marketing enhance user experience game development etc;<br>3: that say i_suspect_that a_lot_of human think behavior intelligence be wrap up in how we be embody and how we experience the_world a two legged upright walking biological machine with eye ear nose etc;<br>4: for_question_about the formal concept_of perfect_play in regard to_solve game;<br>5: whereas in some game you_might not know the result of your move;<br>,4
topic8,6.890969,next move; stack exchange; make sense; least square; high quality,0,May,1: a_simple approach be to develop a scheme that recognize frequency skew and allocate additional compute_resource to the training that focus_on the differentiation of similar animal with infrequent label training instance;<br>2: after have confusion regard the scenario situation i'm ask_about compare_to other more_complex scenario and the long comment series that ensue i'm realize one challenge of this_site be that it's much_more complicated and diverse subject_matter than code or the various_other topic of stack_exchange where the problem can be very clearly and simply express;<br>3: there_be several way you_can give extra attention to the infrequent category manually in the code but then it would be a less general solution and the resulting program would neither be an_exceptional learner nor particularly reusable;<br>4: research company that aim_to promote and develop friendly_ai in such_a way a to benefit humanity a a whole;<br>5: that way you learn most about_how to approach such_a problem and solve it;<br>,5
topic8,7.521773,conv layer; sigmoid function; convolutional layer; use sigmoid activation; high value,0,June,1: i'm design a neural_network that output a value in the range <digit> <digit>;<br>2: during the back_propagation phase author calculates change in weight_between input and hide_layer by calculate where while this work for input value of <digit> it naturally won't_work for input value <digit>;<br>3: v1 <digit> rule v2 <digit> rule total rule 3x3 <digit> rule;<br>4: the policy be a_simple neural_network with <digit> hidden layer with relu_activation and <digit> sigmoid output which be the probability_of take an_action;<br>5: give the_best result compare_to log_2 and log <digit> and also just division;<br>,6
topic8,8.771830,von neumann's; log file; cross entropy; digital system; question answer,0,July,1: there can be neither bad_performance nor good_performance if_we wish_to think in logical and scientific term only relative improvement of some system configuration with_respect_to some_other system configuration for a very_specific set_of performance scenario;<br>2: net behavioral fitness may alternatively be evaluate by other net within the system in the case of stacked net or other configuration such_a laplacian hierarchy;<br>3: a select review which i be still work my way through and which you_may find interesting;<br>4: it stop completely evaluate a move when at_least_one possibility have be find that prove the move to be bad_than a previously examine move;<br>5: a graph may be undirected mean_that there_be no distinction_between the two_vertex associate_with each_edge or it edge may be direct from one vertex to another;<br>,7
topic8,8.622339,cognitive psychology; depend upon; many people; douglas hofstadter; scikit learn,0,August,1: b artificial_intelligence stack_exchange b be a question and answer site for people interested in ai theory mathematics research discovery design development practice embed us cognition policy and impact;<br>2: ai professional and enthusiast to study cognitive_psychology cognitive psych professional and enthusiast to study ai people to double major in_college or university study people to cross train when_they self study research topic and read be more open mind to interdisciplinary study online this last item be a suggestion to all here;<br>3: ai will be_capable_of omniscience omniscience be more_than answer any question;<br>4: other site tutor mail list python help mail list pycon python weekly pycoder's weekly python google group free python_program book wikibooks ' non_programmers tutorial for python 2.6 wikibooks ' non_programmers tutorial for python_3 the official python tutorial building skill in_python version 2.6;<br>5: one of the recent system be euclid that can answer those type_of question the public dolphin algebra question set by use a tree transducer cascade approach;<br>,8
topic8,9.717118,cognitive science; human intelligence; action selection; high value; human player,0,September,1: of_course it rely_on that ai be super convincing in this philosophical debate but it have strong parallel to some religious cult reason that have sometimes succeed_in convince people to do all_kind_of thing_up to and include sacrifice their_life;<br>2: we study ai in last semester but it be all theory;<br>3: in which case it may take an absurdly long_period_of time to develop;<br>4: may be a good_source of study but whoever qualify for this_kind_of experiment;<br>5: first of all i encounter the term machinelearning much_more in my business_intelligence class than in my ai class;<br>,9
topic8,11.989791,span class; state action; life form; gamma span; vector matrix multiplication,0,October,1: span be the state_action value span_class;<br>2: span so the definition be not a measure of the value span_class;<br>3: ' span symbol in span_class;<br>4: span line that intersect span_class;<br>5: span be the_advantage_function of state and action upon it span_class;<br>,10
topic8,10.160344,current state; determine whether; artificial general intelligence; turing test; artificial system,0,November,1: if more_detail be add to the question the answer may be more detailed;<br>2: if_you know someone asks question and the other participant answer them then_you know_exactly where to look_for salient utterance that might give_you clue a to the topic of the conversation;<br>3: if the immediately above question be answer with a number derive by a proof of concept be it still anthropomorphic work effectively in it ability_to match or exceed_human mental_ability but not a general_problem_solver that will work effectively anywhere_in the universe on any problem whether_or not human can imagine it and find some optimal_solution determine dynamically what optimal mean in every_possible context;<br>4: the generated question should be answer by the_exact_same answer to the base question;<br>5: sometimes it's a bit more_tricky such_a question counter question_answer answer;<br>,11
topic8,6.794690,natural number; transition matrix; input layer; output layer; boolean logic,0,December,1: and the_next hidden layer have <digit> node;<br>2: line <digit> in epochs args;<br>3: lastly i will append them_together form a <digit> x <digit> matrix;<br>4: see page <digit> of this report;<br>5: expect activation <digit> to have shape;<br>,12
